_GENE_SYMBOL_,Abundance R1 127N Sample,Abundance R2 127N Sample,Abundance R3 127N Sample,Abundance R1 127C Sample,Abundance R2 127C Sample,Abundance R3 127C Sample,Abundance R1 128N Sample,Abundance R2 128N Sample,Abundance R3 128N Sample,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,Accession,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,BL,s1_avg,p_value_s1,minus_log10_pvalues1,s2_avg,p_value_s2,minus_log10_pvalues2,s3_avg,p_value_s3,minus_log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
XP_024308587.1,481.2,695.5,791.0,443.2,755.1,746.1,492.3,724.1,846.1,466.9,753.5,638.1,471.9000000000001,686.8666666666667,675.1833333333333,643.375,980.175,1018.9500000000002,470.9083333333333,709.3000000000001,704.1916666666666,435.725,623.6833333333333,608.6916666666666,XP_024308587.1,604.6,1094.0,1128.2,576.8,1192.9,1343.3,462.9,720.9,744.0,450.2,723.0,699.5,374.9,581.3,740.7,bla839,611.3166666666667,0.5818715744768239,0.23517285839242028,880.8333333333334,0.09444491375485874,1.0248214256476775,628.1333333333333,0.5096921887420308,0.29269202211509326,1.0994244949343566,0.1367485277725132,,1.5841376416281998,0.6636976929095327,up-regulated,1.1296684851028116,0.17589945842004615,
TMSB4X,6094.8,2991.2,2679.1,2949.7,1348.6,1327.8,7042.2,2975.4,2726.6,7330.1,2725.6,3383.3,6838.008333333332,2663.475,2381.9666666666667,5367.499999999999,1739.8250000000005,1862.0166666666664,7551.05,2637.65,2318.5916666666667,7789.583333333332,2308.333333333333,2923.4666666666667,NP_066932.1,4295.5,1778.6,2220.8,4503.8,2375.1,2240.6,5639.4,2223.3,2750.7,5098.0,2196.4,2256.2,2397.7,1080.9,1197.4,bla845,3961.1499999999996,0.8747960146349126,0.05809320417350482,2989.7805555555556,0.5597974169476783,0.25196910981404713,4169.097222222223,0.9470257890062751,0.02363819431180524,0.9126104113362251,-0.13192898230754171,,0.6888163443976127,-0.5378087191363099,down-regulated,0.9605194276593758,-0.05811330046102243,
SERPINH1,2909.7,7081.3,9741.0,1403.8,3453.4,4482.3,3235.7,7024.2,9985.5,3521.5,10764.6,7894.9,3101.7499999999995,6064.533333333334,8048.708333333333,2231.166666666667,4533.625000000001,6279.016666666666,3328.4750000000004,5927.283333333334,8048.708333333333,3657.3250000000007,8475.916666666666,6616.516666666666,NP_001193943.1,2304.0,7476.7,5481.0,2376.5,8119.0,5875.1,2037.0,6662.8,4737.8,2459.5,8534.9,6256.8,1555.5,5777.5,4461.9,bla857,5738.330555555555,0.8115208975398683,0.09070029214163743,4347.936111111111,0.3586580035850711,0.44531947327954524,5768.155555555556,0.8177116763455295,0.0873998007849774,0.9181447227542044,-0.12320651821605348,,0.6956787443038156,-0.5235068534635117,down-regulated,0.9229167842607751,-0.11572752323145828,
XPO5,1868.7,179.9,1849.7,1825.7,222.3,1621.3,2033.1,172.1,1964.5,1830.6,1871.1,198.8,1922.1166666666663,201.675,1673.0583333333334,2999.2833333333333,311.0833333333333,2249.858333333333,2015.5916666666665,196.275,1702.8000000000002,1787.1083333333331,1616.4583333333333,210.9916666666667,NP_065801.1,2985.9,2524.1,350.4,2766.7,2624.6,266.8,1894.0,1594.9,181.8,2003.5,1635.9,141.7,1581.6,1291.9,147.6,bla866,1265.6166666666666,0.9379492469260867,0.027820660955985954,1853.4083333333335,0.5365621437492843,0.2703799715089419,1304.888888888889,0.9006160509330623,0.04546031723368968,1.0504326254706082,0.07098363081953406,,1.538286143765836,0.6213238906823502,up-regulated,1.0830276635919096,0.11507009393160303,
BOD1L1,580.0,280.0,1723.7,199.2,172.9,843.9,619.4,264.6,1839.8,674.1,1892.8,311.0,568.325,292.2083333333333,1570.2750000000003,296.7,243.63333333333333,1164.9083333333333,590.0333333333333,279.1166666666666,1611.7583333333334,637.5333333333334,1634.4833333333331,313.325,XP_011512129.1,436.3,1400.1,253.0,438.3,1649.4,189.5,354.6,1118.2,244.0,285.6,1138.0,167.0,158.8,687.2,167.6,bla876,810.2694444444445,0.9306023188838148,0.03123586962223323,568.4138888888889,0.5892003308287185,0.2297370179783433,826.9694444444444,0.9538873814959213,0.020502896241362912,0.940227113759948,-0.08891881009811275,,0.6595807775245697,-0.6003787406451523,down-regulated,0.9596055969391538,-0.05948652265324976,
BYSL,668.9,954.5,3535.3,509.4,373.5,1759.6,735.3,1124.4,4142.2,768.4,4222.2,1278.0,665.9083333333334,913.275,3054.208333333333,759.5166666666665,510.6666666666667,2482.9333333333334,692.4166666666669,1061.45,3420.1333333333337,732.4083333333333,3450.675,1147.2,NP_004044.3,691.9,2845.7,697.5,756.1,3272.5,879.8,580.7,2494.9,616.9,576.5,2772.6,604.6,521.7,1662.0,325.5,bla928,1544.4638888888887,0.8480256631418934,0.07159100482787437,1251.038888888889,0.6446686663463359,0.190663437844708,1724.6666666666667,0.9675084289122906,0.014345242728533629,0.8692580444441664,-0.20214358162470497,,0.7041120390723445,-0.5061230845569616,down-regulated,0.9706801076865833,-0.04293216802947636,
GAPVD1,535.2,323.6,0.0,513.9,383.2,0.0,569.3,318.6,0.0,536.4,0.0,331.7,522.4583333333333,340.50833333333327,0.0,772.4,527.6750000000001,0.0,541.8333333333333,332.50000000000006,0.0,500.025,0.0,333.7833333333333,NP_056450.2,765.0,,530.1,619.9,,348.0,585.7,,442.5,595.6,,330.0,590.4,,433.7,bla933,287.6555555555555,0.9656780442157491,0.01516764265948831,433.35833333333335,0.6021507475079738,0.2202947701787502,291.4444444444444,0.9530708858067306,0.020874796979897768,1.0349700670617747,0.04958904335164754,,1.559201255284488,0.6408071571963683,up-regulated,1.0486022966908861,0.06846761081901645,
XP_024303687.1,3397.4,227.0,1430.5,3156.6,208.8,1317.8,3473.8,223.5,1376.4,3364.0,1418.1,222.3,3617.900000000001,249.2333333333333,1294.8166666666668,5866.474999999999,290.21666666666664,1855.95,3551.816666666666,246.81666666666663,1184.5833333333337,3420.1333333333337,1207.1916666666668,233.59166666666667,XP_024303687.1,4682.2,1964.1,341.9,4038.2,1713.9,218.2,3064.7,1242.9,257.3,2984.3,1161.2,205.8,2413.0,972.8,182.4,bla937,1720.6500000000003,0.9451807670303981,0.02448512417207566,2670.880555555555,0.6186183049995576,0.2085772333100776,1661.072222222222,0.9775628698953969,0.009855302299738852,1.06192933431623,0.08668776574325242,,1.6483807923745517,0.721049557940326,up-regulated,1.0251598635373984,0.03584890129083622,
RPS24,6122.9,10126.5,4819.4,2765.2,4544.9,1661.3,6198.5,9043.1,4720.1,7936.0,4831.9,9474.8,6888.966666666667,8779.6,4091.025,4813.816666666668,5897.424999999999,2308.333333333333,6596.341666666667,7654.358333333334,3861.508333333333,8475.916666666666,3900.783333333333,8003.775000000001,NP_001135757.1,4423.4,3096.0,8457.4,4446.0,3122.7,10431.1,4100.3,3188.8,7624.4,3432.2,2754.0,7483.0,2411.9,1535.3,5957.6,bla994,6586.530555555556,0.922245245988162,0.03515357480696491,4339.858333333334,0.25058997542220984,0.601036306469951,6037.402777777778,0.7034736349401673,0.15275217458256204,0.9695353845612857,-0.0446345424041604,,0.6388258860502516,-0.6465053210867634,down-regulated,0.8887039351797903,-0.1702252184506852,
BAZ1B,1835.3,419.0,1131.1,1579.0,440.1,1123.3,1902.6,427.6,1205.0,1725.2,1159.4,406.1,1882.2,430.11666666666673,983.4083333333332,2530.333333333333,602.7166666666666,1621.2916666666667,1855.95,434.975,1021.85,1660.45,975.5083333333332,397.25000000000006,NP_001357331.1,2503.9,1637.7,680.1,2911.8,2068.3,615.2,1508.4,1003.5,398.7,1700.2,1096.1,375.0,1231.4,839.0,356.9,bla1016,1098.575,0.8833151470800169,0.053884322221459564,1584.7805555555553,0.4445740238077697,0.3520559164605107,1104.2583333333334,0.8739473805155948,0.058514715008231286,1.0865475225627432,0.11975127536250373,,1.567429976510021,0.6484009933952573,up-regulated,1.092168633322802,0.12719562885444755,
MARCKS,3032.1,648.1,3455.5,1227.4,221.2,1280.9,2948.3,557.2,3299.7,2936.8,3442.8,599.5,3240.55,636.4583333333334,2985.3666666666672,2013.4,308.15000000000003,1815.85,3031.458333333333,548.5833333333334,2722.591666666667,2981.3916666666664,2833.7,575.2416666666667,NP_002347.5,2081.2,2101.3,367.8,2960.2,3026.7,521.8,1924.0,2024.3,358.3,1862.4,1987.6,316.2,1102.2,1098.6,197.4,bla1038,2287.4583333333335,0.8966588326607536,0.047372769082014814,1379.1333333333332,0.4771576143703857,0.32133814141118505,2100.8777777777777,0.9801250534672216,0.008718509444320968,1.0738680819988526,0.10281677811360797,,0.6474466642324345,-0.6271667444305431,down-regulated,0.9862761462625842,-0.0199364532889021,
SNRPA,2514.1,3264.4,5885.7,816.9,1388.8,2088.6,2541.5,3438.6,6251.3,2873.2,6928.7,4168.0,2635.225,2909.5416666666665,5041.358333333334,1251.9416666666664,1793.8333333333333,2999.2833333333333,2541.2333333333336,3031.458333333333,5031.183333333333,2878.708333333333,5512.358333333334,3636.883333333333,NP_004587.1,1560.4,4097.5,2285.1,1854.7,5049.1,2525.7,1272.7,3413.5,1940.8,1143.2,3596.0,1763.1,701.7,2193.1,1200.7,bla1041,3528.7083333333335,0.6824244863935395,0.16594539843665534,2015.0194444444442,0.11122558183558755,0.9537953137226545,3534.625,0.6862410496219218,0.1635233068408086,0.8801271205816454,-0.184216181378632,,0.5025842586087682,-0.9925626094680624,down-regulated,0.8816028500284755,-0.1817992070544013,
RPL10,744.2,7128.2,2037.7,820.4,6670.1,1889.2,806.8,7189.3,2086.6,847.6,2094.9,7326.9,731.4333333333333,6129.083333333333,1784.4499999999998,1257.7083333333333,8349.908333333333,2658.733333333333,763.6999999999999,6064.533333333334,1780.5416666666663,816.4666666666667,1781.8666666666668,6040.825,NP_001290553.1,1053.8,2602.3,9225.8,808.4,2186.9,7731.7,937.2,2179.4,7804.1,713.7,1839.3,6521.1,884.8,2018.6,7711.5,bla1049,2881.6555555555556,0.9993695646154517,0.00027388094990087443,4088.7833333333333,0.6791165696603311,0.16805567311997277,2869.5916666666667,0.9966734892431326,0.0014470934883731728,1.0006723262972184,0.000969635895513039,,1.4198547505109969,0.5057433512542473,up-regulated,0.9964830678914516,-0.005082803698162992,
PCNP,1827.4,1255.5,4467.2,936.4,532.5,1807.4,1717.4,1247.5,4817.4,1689.4,4987.0,1370.5,1871.5,1159.475,3800.1416666666655,1469.7,727.7916666666666,2546.025,1660.45,1140.075,3952.158333333333,1625.9333333333332,4064.9250000000006,1220.2916666666667,NP_065090.1,1302.9,2960.0,759.4,1330.2,3088.7,876.6,1200.6,2582.2,662.4,1051.2,2415.6,604.0,870.0,1343.1,404.4,bla1053,2277.0388888888883,0.9831742895278999,0.007369486978961903,1581.1722222222222,0.531089460629945,0.27483231698732874,2250.894444444444,0.9680409500829743,0.014106270771248852,0.9884196793104859,-0.016804360059382892,,0.6863570703380286,-0.5429687756561137,down-regulated,0.9770708685722829,-0.033464887832068,
CDH13,523.2,846.4,4172.0,284.1,706.7,1538.3,565.3,846.3,4537.8,540.8,4461.3,908.2,513.0416666666666,813.7249999999999,3511.2333333333336,413.41666666666674,919.0166666666668,2132.6833333333334,539.7083333333334,813.7249999999999,3684.725,503.5166666666667,3605.841666666667,832.4583333333334,NP_001207417.1,460.1,3259.4,843.5,609.7,3676.9,854.6,441.3,3812.1,980.4,584.0,4750.4,928.9,380.0,2961.3,963.9,bla1069,1612.6666666666667,0.9810579545632099,0.008305336551175496,1155.038888888889,0.6869948459791806,0.16304652112268808,1679.386111111111,0.982883952632801,0.0074977555212125775,0.9789922059701393,-0.03063072071006564,,0.7011827634237073,-0.5121375628925645,down-regulated,1.0194951923887638,0.027854972085021818,
PABPN1,1743.4,1501.7,3025.0,800.8,820.7,1425.6,1701.8,1540.7,2965.8,1928.9,3437.2,1623.9,1771.9916666666666,1342.525,2635.225,1227.9583333333333,1059.9,1997.0333333333328,1652.5916666666665,1373.3,2516.65,1902.9916666666668,2828.058333333334,1403.783333333333,NP_004634.1,1236.5,2133.9,1169.0,1309.6,2352.3,1015.1,1016.8,1793.6,1164.9,1131.0,2040.4,1107.6,621.2,1172.4,746.4,bla1072,1916.5805555555555,0.8313344364630895,0.08022422929464297,1428.2972222222222,0.29859594540495443,0.5249160937985689,1847.5138888888887,0.7341999210629824,0.13418566652491273,0.9372286669021163,-0.09352701246926912,,0.6984528240375995,-0.5177654206634708,down-regulated,0.9034543182373874,-0.14647643958447176,
DHX36,416.5,481.6,22.9,439.2,483.3,21.8,404.2,509.7,21.7,375.1,22.2,492.2,415.5833333333333,483.73333333333335,7.533333333333334,637.5333333333334,657.5166666666667,8.924999999999999,390.83333333333326,505.40833333333336,7.216666666666666,367.5083333333334,6.466666666666668,476.3500000000001,NP_065916.2,620.8,20.8,725.2,514.2,19.4,603.4,466.0,19.2,561.5,438.3,17.9,508.1,465.8,16.5,502.2,bla1140,302.2833333333333,0.9313979216310219,0.030864735509134215,434.65833333333336,0.5908112326553163,0.22855125636305504,301.15277777777777,0.9359484572776713,0.028748067219418347,1.0664745832475817,0.09284958306280855,,1.5335018963337548,0.6168299506477185,up-regulated,1.062485912249238,0.08744371234407732,
HMGN2,6587.3,4265.9,19041.0,2157.0,1460.7,6333.5,7072.7,4469.8,19984.9,7645.2,20170.4,4562.6,7469.233333333334,3789.441666666667,15596.333333333334,3624.9916666666654,1875.6083333333336,8940.233333333332,7618.808333333333,3900.783333333333,15366.091666666667,8117.816666666666,16141.408333333333,3952.158333333333,NP_005508.1,3764.9,11100.1,2408.1,3950.1,13179.6,3119.7,3673.4,10736.6,2373.1,3419.7,10514.0,2089.8,1519.0,4918.9,982.6,bla1147,8951.669444444446,0.9322467543822917,0.030469119960556804,4813.61111111111,0.34470193148840866,0.46255628307767005,8961.894444444444,0.9327553054270951,0.030232272052709595,0.9519210035192651,-0.0710862404295239,,0.5118796608697552,-0.9661234117565367,down-regulated,0.9530083305615996,-0.06943926962163227,
LYAR,393.7,6134.8,1072.0,173.3,2712.9,508.6,439.0,7225.2,1091.0,516.8,1094.3,6284.4,395.3250000000001,5422.383333333332,936.3,261.65000000000003,3511.2333333333336,679.5749999999999,417.5916666666666,6121.399999999999,911.0166666666664,478.5583333333333,929.1333333333332,5399.583333333334,NP_001139197.1,270.0,822.1,4916.9,262.7,911.9,3815.1,229.2,635.8,5023.7,234.0,663.6,4233.3,154.5,475.9,2418.5,bla1167,2251.3361111111108,0.99404784306611,0.0025927127057212987,1484.152777777778,0.7000427170332097,0.1548754582632081,2483.3361111111103,0.9334571480317092,0.029905614298225407,0.992175038225036,-0.011333433445884097,,0.6540735218326473,-0.6124752823724119,down-regulated,1.094418593832823,0.1301646464864187,
HTATSF1,1517.9,0.0,1221.2,577.9,0.0,606.7,1395.1,0.0,1279.7,1608.0,1358.5,0.0,1530.875,0.0,1063.0333333333333,853.625,0.0,798.5916666666667,1362.2833333333333,0.0,1085.5916666666667,1537.85,1148.65,0.0,NP_001156752.1,963.0,892.3,,1196.5,1182.2,,698.0,673.9,,750.9,717.7,,372.2,489.3,,bla1182,864.6361111111111,0.9642247495843079,0.01582172530069252,550.7388888888889,0.5636171660264251,0.2490157881016774,815.9583333333334,0.9043617083394065,0.043657834439190954,0.9655344624356349,-0.05060034125500948,,0.6150071344376202,-0.7013249482434967,down-regulated,0.911176251628513,-0.1341979489215149,
SRSF4,1743.8,0.0,67.5,603.2,0.0,28.4,1717.7,0.0,71.0,1952.6,77.8,0.0,1775.033333333333,0.0,33.900000000000006,886.2499999999999,0.0,11.591666666666669,1663.5666666666666,0.0,33.900000000000006,1922.1166666666663,36.49166666666667,0.0,NP_005617.2,1098.5,41.0,,1087.3,38.4,,946.3,28.3,,860.5,30.9,,414.2,16.3,,bla1184,602.9777777777778,0.9567346797544707,0.019208483429426933,299.2805555555555,0.6499888421698168,0.18709409847356007,565.8222222222222,0.9224753126077714,0.03504524765311072,0.9235809439525515,-0.1146896882854791,,0.4584079682427574,-1.1252959730342587,down-regulated,0.8666697867958969,-0.2064456835595057,
PBRM1,704.0,918.1,173.9,723.8,898.5,169.7,848.4,991.1,205.4,743.9,179.4,976.4,689.2833333333333,877.6,124.00833333333334,1083.9,1164.9083333333333,188.64166666666665,815.2333333333331,925.7416666666668,140.38333333333335,696.7333333333332,120.55833333333337,897.5833333333334,XP_016862214.1,1017.7,233.6,1401.2,910.7,201.8,946.1,772.6,134.8,949.2,807.6,176.6,832.3,712.8,150.0,867.8,bla1261,563.6305555555556,0.9815434951734116,0.00809045073003145,812.4833333333332,0.572815316266149,0.2419853781287245,627.1194444444444,0.8776900536233043,0.05665882323505783,0.9860145297276284,-0.02031918884041452,,1.4213572417814708,0.5072692049482573,up-regulated,1.097081905872634,0.13367123839851153,
RANBP3,87.8,964.4,2422.8,39.1,821.5,898.3,119.3,888.8,2457.3,111.4,2682.1,1089.4,97.24166666666666,920.2083333333334,2129.3,63.13333333333335,1061.45,1255.2166666666667,125.40833333333332,833.4333333333334,2050.2000000000003,113.50833333333334,2273.575,1007.225,NP_015561.1,70.3,1876.1,1056.6,92.6,2027.0,925.5,57.6,1538.7,924.2,60.2,1561.6,850.6,27.6,876.1,939.1,bla1270,1048.9166666666667,0.9282529803966473,0.032333647684631574,793.2666666666668,0.6714746415711177,0.17297038393895267,1003.013888888889,0.8862145538430681,0.05246112205228063,0.9270666336047847,-0.10925505752920123,,0.701114856487699,-0.5122772892937317,down-regulated,0.8864962670352579,-0.17381353882381612,
XP_011514713.1,0.0,10106.9,2229.6,0.0,3988.8,992.3,0.0,7912.8,1828.0,0.0,2281.7,10507.5,0.0,8730.066666666668,1976.7583333333328,0.0,5221.658333333333,1413.5083333333332,0.0,6641.991666666668,1606.95,0.0,1910.7833333333333,8980.083333333332,XP_011514713.1,,1615.0,7019.7,,793.3,2279.9,,844.5,3024.2,,664.0,2131.6,,500.5,1544.8,bla1276,3568.941666666667,0.9878952345040193,0.005289109551322562,2211.722222222222,0.680954067619157,0.16688218155609552,2749.6472222222224,0.808719300000472,0.09220219237387928,0.9831012836443995,-0.02458803754410277,,0.6092413826876344,-0.7149141547520209,down-regulated,0.7574182954524588,-0.4008378249196543,
ITPR3,836.2,63.3,17.1,777.5,70.4,18.5,948.7,74.8,19.1,787.7,19.3,74.1,836.0,85.08333333333333,5.866666666666667,1187.4583333333337,113.99166666666667,7.533333333333334,913.275,98.775,6.033333333333334,750.2416666666664,5.55,90.90833333333336,NP_002215.2,1246.1,32.1,91.8,1059.3,20.2,75.7,855.8,28.6,77.1,1198.3,34.5,98.1,1157.8,36.1,112.1,bla1286,308.98333333333335,0.9434423253977712,0.025284644017427534,436.32777777777784,0.7493360622948285,0.12532336618906167,339.3611111111111,0.8856851831450987,0.052720620685358266,1.0947797330813749,0.13064063242271043,,1.5459824416361565,0.628523934069816,up-regulated,1.2024132908153222,0.2659328612127083,
BANF1,2003.9,4629.6,7208.7,593.3,1834.7,2345.2,2127.0,4634.7,7739.9,2544.7,9054.9,5793.3,2064.0083333333337,4091.025,6129.083333333333,868.375,2350.35,3262.875,2090.35,4081.366666666667,6279.016666666666,2551.5250000000005,7238.6416666666655,4994.141666666667,NP_001137457.1,1125.4,4531.7,3295.1,932.4,3002.8,2402.3,962.1,3941.1,2685.7,945.5,3458.1,2227.2,558.0,2236.0,1901.4,bla1301,4094.7055555555557,0.6664225329659859,0.17625032706143332,2160.5333333333333,0.16695100870116816,0.7774109526381949,4150.2444444444445,0.6906055488088128,0.16076993654641483,0.8308888308944675,-0.2672726309435297,,0.4384107699774028,-1.1896448549782073,down-regulated,0.8421586625910241,-0.24783603241592694,
RPL26,0.0,846.3,932.2,0.0,687.1,753.7,0.0,590.4,648.9,0.0,770.7,662.5,0.0,812.9166666666666,806.9416666666667,0.0,904.1333333333332,1028.0083333333332,0.0,581.2583333333333,527.6750000000001,0.0,638.3666666666667,628.8583333333333,NP_000978.1,,1157.7,988.4,,1628.8,1437.8,,830.8,700.1,,845.2,733.2,,821.9,694.2,bla1309,539.9527777777778,0.7498788323139337,0.12500890555318314,644.0472222222221,0.6019588223944914,0.22043321608186964,369.64444444444445,0.8603867941968724,0.0653062640812291,1.2782720774395497,0.3541949434803602,,1.5247029269992831,0.6085281754656803,up-regulated,0.8750879546515681,-0.19250006609952255,
SEC61B,4917.7,827.0,715.8,2553.3,360.1,319.0,5135.5,740.5,750.2,6532.1,1033.2,1099.7,5367.499999999999,794.4250000000001,606.6,4341.125,489.4,393.7416666666666,5367.499999999999,719.0,611.5333333333333,6888.966666666667,871.8083333333334,1018.9500000000002,NP_006799.1,3930.3,555.8,646.0,4389.1,636.9,760.2,4476.6,604.4,633.1,4939.2,657.4,680.5,3616.7,394.3,592.1,bla1364,2256.1749999999997,0.8040568037572208,0.09471326880517623,1741.4222222222222,0.6472036813469606,0.18895902108656915,2232.6777777777775,0.7978936826099228,0.09805497347624789,0.7709267659294566,-0.375334276833371,,0.5950376198191477,-0.7489472126670865,down-regulated,0.7628978508248643,-0.39043819637816296,
XP_005264506.2,549.0,375.6,773.2,509.5,364.6,744.1,695.8,410.5,857.2,589.8,766.5,331.8,535.9416666666667,387.675,661.65,760.8250000000002,494.375,1013.8833333333332,658.8166666666666,418.60833333333335,715.1666666666666,552.4416666666667,632.7416666666667,334.3416666666667,XP_005264506.2,833.7,1075.3,541.9,699.1,1145.0,595.0,681.9,728.3,392.1,701.3,897.5,450.5,559.6,676.2,404.7,bla1365,528.4222222222223,0.8632394491461548,0.06386872106493366,756.3611111111112,0.24070962285093306,0.6185065475831989,597.5305555555556,0.514250870150181,0.2888249647745076,1.0432646166839419,0.061105133656389594,,1.4932846339042354,0.5784891827422018,up-regulated,1.1797052807072386,0.2384264840200418,
ANP32E,1474.4,1198.7,312.5,655.0,706.7,113.9,1842.5,1093.3,392.3,1862.0,391.9,1188.9,1495.8333333333333,1115.8166666666668,241.95833333333331,966.9083333333332,919.0166666666668,108.70833333333331,1809.3083333333327,1029.6333333333332,300.9416666666667,1824.8,307.1416666666667,1083.9,XP_005245570.1,1043.4,199.3,896.4,1202.4,203.6,548.3,839.5,163.9,774.4,872.1,162.6,618.4,467.3,75.3,579.6,bla1399,951.2027777777779,0.8440018851970126,0.0736565833154048,664.8777777777777,0.4841131388141515,0.3150531304616673,1046.6277777777775,0.9692721496509494,0.013554265779848293,0.8873597114285788,-0.1724090425650057,,0.62025234451323,-0.6890728114666049,down-regulated,0.9763799523712037,-0.034485421758844864,
PAPSS2,914.4,1716.5,2189.0,800.8,1507.6,1883.7,920.9,1815.4,2134.1,839.9,2043.0,1708.1,921.8083333333334,1508.9083333333335,1940.925,1227.9583333333333,1944.6,2647.1666666666665,886.2499999999999,1588.5083333333332,1818.4833333333336,809.1749999999998,1736.033333333333,1456.8833333333332,NP_001015880.1,1416.6,3077.5,2425.9,1100.3,2652.4,1513.1,934.0,2133.2,1902.2,1152.7,2597.0,2059.7,1065.0,2476.5,2179.6,bla1406,1457.2138888888892,0.7752970089981558,0.11053189148270713,1939.9083333333335,0.29549821104206414,0.5294451440108534,1431.0805555555555,0.8168395820181067,0.08786322557890677,1.0923392142858634,0.12742093938400081,,1.4541708398316717,0.540196770838946,up-regulated,1.0727494580958707,0.10131317230270745,
NLE1,102.9,1915.7,734.5,79.5,964.8,392.4,97.0,2106.7,763.4,122.5,889.6,2304.1,113.99166666666667,1723.5,628.8583333333333,115.90833333333336,1248.0333333333335,503.5166666666667,106.74166666666667,1882.2,623.6833333333333,128.9,734.4666666666667,1987.775,NP_060566.2,103.4,705.3,1778.2,86.7,840.1,2013.4,77.9,463.5,1248.1,67.3,553.3,1274.4,54.4,311.3,832.4,bla1407,822.1166666666668,0.8682358060070738,0.06136230784235593,622.4861111111112,0.6409217357371582,0.19319499983013128,870.875,0.9217236226304774,0.03539928193984797,0.8650394432639558,-0.2091621779715906,,0.6549861605146478,-0.610463671241582,down-regulated,0.9163434530612006,-0.1260396612395962,
SNU13,8098.4,370.3,7879.5,3025.1,179.4,3082.1,8545.0,384.8,8420.7,10219.0,10362.5,452.4,9039.908333333336,382.575,6726.008333333334,5545.958333333333,249.2333333333333,4416.408333333334,8980.083333333332,397.25000000000006,6888.966666666667,10629.133333333331,8204.475,442.4166666666667,NP_001003796.1,5912.9,5871.3,289.0,5905.6,5211.6,369.8,4774.6,5036.4,260.7,5040.5,4992.5,256.3,2454.2,2651.3,140.8,bla1460,5382.830555555557,0.8083871511454755,0.09238059796594374,3403.866666666667,0.44740865412183356,0.3492956197007022,5422.099999999999,0.8153098024802268,0.0886773361164461,0.8377500893813259,-0.2554081595334277,,0.5297565239721365,-0.916598645335141,down-regulated,0.8438617401668653,-0.24492145035682578,
NUCKS1,13185.9,9182.0,13713.2,4991.4,3556.9,5197.3,13809.3,9066.0,13881.0,14371.4,14798.5,9076.7,13926.891666666668,7960.858333333334,11130.116666666669,9077.783333333333,4677.858333333333,7398.291666666667,14150.133333333331,7764.5166666666655,11073.508333333331,14570.8,11486.725,7588.7,NP_073568.2,7768.6,8691.6,5300.4,8481.7,8895.2,5778.7,7315.5,7891.2,4928.8,7585.0,8158.7,5076.0,4527.5,5330.5,3182.9,bla1517,11005.955555555556,0.941006167153798,0.026407530289972832,7051.311111111111,0.16960550186259332,0.7705600636960002,10996.052777777775,0.9399591764319488,0.02689100792725499,0.9813245517637319,-0.027197739499736896,,0.6287163963664076,-0.6695187070723236,down-regulated,0.9804415899059501,-0.028496410888212195,
BAG3,453.5,11.5,1345.9,271.8,11.0,568.4,505.9,18.4,1204.9,523.1,1452.7,13.8,450.225,31.98333333333333,1194.2500000000002,398.3416666666667,33.900000000000006,747.0250000000001,483.73333333333335,39.175,1021.1666666666664,487.25833333333344,1248.0333333333335,31.591666666666665,NP_004272.2,368.7,836.3,11.0,437.8,1370.5,16.8,327.6,712.6,10.7,283.1,723.4,11.0,190.7,488.2,3.7,bla1536,558.8194444444445,0.9540320069959055,0.020437054825750922,393.08888888888896,0.6636686875272593,0.178048672270453,514.6916666666666,0.8784600945370004,0.0562779622461029,0.9488223142444793,-0.07579015554381485,,0.6674275796364597,-0.5833167916715168,down-regulated,0.8738975408676292,-0.19446395240080436,
G3BP2,275.5,0.0,43.4,103.8,0.0,32.4,303.0,0.0,26.2,324.1,34.4,0.0,285.9666666666667,0.0,14.183333333333332,151.73333333333332,0.0,13.5,293.8833333333334,0.0,8.6,313.325,10.375,0.0,NP_036429.2,209.0,53.8,,177.6,86.2,,164.7,27.3,,157.3,37.3,,70.8,40.0,,bla1542,100.05000000000001,0.9575828684586201,0.018823632234520535,55.077777777777776,0.6752195675354671,0.17055498055665846,100.8277777777778,0.9624118397023609,0.016639042894131928,0.927247451343837,-0.10897369758227554,,0.5104520646689321,-0.9701526074600026,down-regulated,0.9344557718051697,-0.097801712679744,
